terrakey,intent,assgn_id,adm,adm_ref_id,addr_code,network,stn_id,ctry,d_adm_ntc,d_inuse,d_rcv,notice_typ,op_agcy,fragment,prov,region,transmitter.frq,lat_deg,lat_ns,lat_min,lat_sec,transmitter.lat,lat_rdn,long_deg,long_ew,long_min,long_sec,transmitter.lon,long_rdn,site,sync_net,gnd_cond,rj81_id,rj81_cls,noise_zn,src_notice,d_updated,src_update,stage,is_notice,is_public,is_resub,target,amend_type,is_pub_req,d_pub_req,fdg_observ,d_recog,freq_min,freq_max,terrakey.1,op_prd_cde,op_prd_no,transmitter.txw,pwr_dbw,bdwdth,emi_cls,tran_sys,adj_ratio,ant_type,antenna.azi,e_max,emrp_kw,emrp_dbw,transmitter.alt,op_hh_fr,op_hh_to
15062,RECORDED,88011008,ETH,,A,ETEBS,,ETH,,1986-06-01 00:00:00,1988-01-05 00:00:00,1A2,29.0,NTFD_RR,RR11.2,1,1.188,9,N,8,0,9.133333333333333,0.1594067383488127,38,E,57,0,38.95,0.6798057436517799,LEGEDADI,,10.0,,,A,NOTIFIER,2008-08-13 00:00:00,,RECORDED,False,True,False,,RECORDED,False,,,1988-01-05 00:00:00,1.1835,1.1925,15062,HJ,1,10000.0,40.0,9,A3E--,ANALOG,,A,,10.4,,,62.0,500.0,1500.0
23068,RECORDED,75005274,ETH,,,23068,,ETH,,,1988-11-15 00:00:00,1A2,,GE75,,1,1.188,9,N,8,0,9.133333333333333,0.1594067383488127,38,E,57,0,38.95,0.6798057436517799,LEGEDADI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1988-11-15 00:00:00,1.1835,1.1925,23068,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,62.0,500.0,1500.0
22072,RECORDED,75004274,ETH,,,22072,,ETH,,,,1A2,,GE75,,1,1.044,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0395,1.0485,22072,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.0,,,72.0,400.0,2100.0
22072,RECORDED,75004274,ETH,,,22072,,ETH,,,,1A2,,GE75,,1,1.044,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0395,1.0485,22072,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.0,,,72.0,400.0,2100.0
23563,RECORDED,75005776,ETH,,,23563,,ETH,,,,1A2,,GE75,,1,1.251,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2465,1.2554999999999998,23563,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,60.0,400.0,2100.0
23563,RECORDED,75005776,ETH,,,23563,,ETH,,,,1A2,,GE75,,1,1.251,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2465,1.2554999999999998,23563,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,60.0,400.0,2100.0
24477,RECORDED,75006697,ETH,,,24477,,ETH,,,,1A2,,GE75,,1,1.359,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.3545,1.3635,24477,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,55.0,400.0,2100.0
24477,RECORDED,75006697,ETH,,,24477,,ETH,,,,1A2,,GE75,,1,1.359,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.3545,1.3635,24477,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,55.0,400.0,2100.0
27061,RECORDED,75009311,ETH,,,27061,,ETH,,,,1A2,,GE75,,1,1.584,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27061,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,48.0,0.0,2400.0
27061,RECORDED,75009311,ETH,,,27061,,ETH,,,,1A2,,GE75,,1,1.584,13,N,31,0,13.516666666666667,0.2359103372278962,39,E,28,0,39.46666666666667,0.6888232781204171,MAKALE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27061,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,48.0,0.0,2400.0
24186,RECORDED,75006406,ETH,,,24186,,ETH,,,,1A2,,GE75,,1,1.332,9,N,47,0,9.783333333333331,0.1707513784867756,35,E,5,0,35.083333333333336,0.6123196792413337,MENDI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.3275,1.3365,24186,HJ,1,30000.0,44.771213,9,A3E--,ANALOG,5.0,A,,16.9,,,112.0,400.0,2300.0
24186,RECORDED,75006406,ETH,,,24186,,ETH,,,,1A2,,GE75,,1,1.332,9,N,47,0,9.783333333333331,0.1707513784867756,35,E,5,0,35.083333333333336,0.6123196792413337,MENDI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.3275,1.3365,24186,HN,1,30000.0,44.771213,9,A3E--,ANALOG,5.0,A,,16.9,,,112.0,400.0,2300.0
22196,RECORDED,75004398,ETH,,,22196,,ETH,,,,1A2,,GE75,,1,1.062,5,N,17,0,5.283333333333333,0.0922115621470321,39,E,41,0,39.68333333333333,0.6926048248330714,NEGHELLI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0575,1.0665,22196,HJ,1,100000.0,50.0,9,A3E--,ANALOG,5.0,A,,22.1,,,149.0,400.0,2300.0
22196,RECORDED,75004398,ETH,,,22196,,ETH,,,,1A2,,GE75,,1,1.062,5,N,17,0,5.283333333333333,0.0922115621470321,39,E,41,0,39.68333333333333,0.6926048248330714,NEGHELLI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0575,1.0665,22196,HN,1,100000.0,50.0,9,A3E--,ANALOG,5.0,A,,22.1,,,149.0,400.0,2300.0
25548,RECORDED,75007787,ETH,,,25548,,ETH,,,1993-08-24 00:00:00,1A2,,GE75,,1,1.485,5,N,17,0,5.283333333333333,0.0922115621470321,39,E,41,0,39.68333333333333,0.6926048248330714,NEGHELLI,,10.0,,,A,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25548,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,50.0,0.0,2400.0
25548,RECORDED,75007787,ETH,,,25548,,ETH,,,1993-08-24 00:00:00,1A2,,GE75,,1,1.485,5,N,17,0,5.283333333333333,0.0922115621470321,39,E,41,0,39.68333333333333,0.6926048248330714,NEGHELLI,,10.0,,,A,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25548,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,50.0,0.0,2400.0
24944,RECORDED,75007168,ETH,,,24944,,ETH,,,,1A2,,GE75,,1,1.422,6,N,52,0,6.866666666666667,0.1198459419702752,37,E,45,0,37.75,0.6588617926278483,SODDU,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.4175,1.4265,24944,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,52.0,400.0,2100.0
24944,RECORDED,75007168,ETH,,,24944,,ETH,,,,1A2,,GE75,,1,1.422,6,N,52,0,6.866666666666667,0.1198459419702752,37,E,45,0,37.75,0.6588617926278483,SODDU,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.4175,1.4265,24944,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,52.0,400.0,2100.0
