site,network,transmitter.lat,transmitter.lon,transmitter.alt,transmitter.txw,transmitter.frq,antenna.azi,antenna.hbw
DAKAR,2891118,14.7166666666666,-17.3333333333333,,27000.0,4.902,,
DAKAR,2891160,14.7166666666666,-17.3333333333333,,23000.0,5.07,,
DAKAR,2891161,14.7166666666666,-17.3333333333333,,23000.0,5.098,,
DAKAR,2891162,14.7166666666666,-17.3333333333333,,23000.0,5.098,,
DAKAR,2891173,14.7166666666666,-17.3333333333333,,33000.0,5.17,93.0,
DAKAR,2891174,14.7166666666666,-17.3333333333333,,30000.0,5.17,,
DAKAR,2891176,14.7166666666666,-17.3333333333333,,34000.0,5.217,,
DAKAR,2891235,14.7166666666666,-17.3333333333333,,20000.0,5.744,,
DAKAR,2891237,14.7166666666666,-17.3333333333333,,20000.0,5.77,,
DAKAR,2891272,14.7166666666666,-17.3333333333333,,33000.0,6.348,,
DAKAR,2891275,14.7166666666666,-17.3333333333333,,40000.0,6.446,,
DAKAR,2891276,14.7166666666666,-17.3333333333333,,37000.0,6.446,,
DAKAR,2891286,14.7166666666666,-17.3333333333333,,30000.0,6.753,,
DAKAR,2891287,14.7166666666666,-17.3333333333333,,30000.0,6.753,,
DAKAR,2891289,14.7166666666666,-17.3333333333333,,40000.0,6.783,,
DAKAR,2891299,14.7166666666666,-17.3333333333333,,23000.0,6.884,,
DAKAR,2891300,14.7166666666666,-17.3333333333333,,40000.0,6.9,,
DAKAR,2891388,14.7166666666666,-17.3333333333333,,33000.0,7.704,,
DAKAR,2891454,14.7166666666666,-17.3333333333333,,33000.0,8.135,,
DAKAR,2891459,14.7166666666666,-17.3333333333333,,30000.0,8.453,,
DAKAR,2891460,14.7166666666666,-17.3333333333333,,43000.0,8.666,,
DAKAR,2891461,14.7166666666666,-17.3333333333333,,40000.0,8.666,,
DAKAR,2891504,14.7166666666666,-17.3333333333333,,30000.0,9.018,,
DAKAR,2891505,14.7166666666666,-17.3333333333333,,30000.0,9.018,,
DAKAR,2891513,14.7166666666666,-17.3333333333333,,40000.0,9.095,,
DAKAR,2891523,14.7166666666666,-17.3333333333333,,34000.0,9.375,,
DAKAR,2891525,14.7166666666666,-17.3333333333333,,40000.0,9.43,,
DAKAR,2890288,14.75,-17.35,,37000.0,11.16,95.0,
DAKAR,2890289,14.75,-17.35,,37000.0,11.16,95.0,
DAKAR,2890694,14.75,-17.35,,37000.0,17.375,95.0,
DAKAR,2890695,14.75,-17.35,,37000.0,17.375,95.0,
DAKAR,2891147,14.6666666666666,-17.4166666666666,,20000.0,4.978,,
DAKAR,2891050,14.7,-17.4166666666666,,23000.0,3.879,,
DAKAR,2891094,14.7,-17.4166666666666,,30000.0,4.7315,,
DAKAR,2891095,14.7,-17.4166666666666,,30000.0,4.7315,,
DAKAR,2891226,14.7,-17.4166666666666,,30000.0,5.443,,
DAKAR,2891230,14.7,-17.4166666666666,,30000.0,5.7105,,
DAKAR,2891231,14.7,-17.4166666666666,,30000.0,5.7105,,
DAKAR,2891233,14.7,-17.4166666666666,,27000.0,5.7255,,
DAKAR,2891288,14.7,-17.4166666666666,,27000.0,6.7605,,
DAKAR,2890280,14.65,-17.4333333333333,,24800.0,11.06,,
DAKAR,2890430,14.65,-17.4333333333333,,27800.0,14.56,,
DAKAR,2890445,14.65,-17.4333333333333,,14800.0,14.95,,
DAKAR,2891117,14.65,-17.4333333333333,,44000.0,4.89,110.0,
DAKAR,2891177,14.65,-17.4333333333333,,27000.0,5.22,,
DAKAR,2891453,14.65,-17.4333333333333,,33000.0,8.12,21.0,
DAKAR,2891058,14.6666666666666,-17.4333333333333,,26000.0,3.965,,
DAKAR,2891059,14.6666666666666,-17.4333333333333,,23000.0,3.965,,
DAKAR,2891243,14.7,-17.4333333333333,,23000.0,5.83,,
DAKAR,2891393,14.7,-17.4333333333333,,26000.0,7.7835,,
DAKAR,2891412,14.7,-17.4333333333333,,30000.0,7.94,,
DAKAR,2891413,14.7,-17.4333333333333,,30000.0,7.94,,
DAKAR,2890696,14.7166666666666,-17.4333333333333,,33000.0,17.38,18.0,
DAKAR,2891030,14.7166666666666,-17.4333333333333,,30000.0,3.51,,
DAKAR,2891031,14.7166666666666,-17.4333333333333,,30000.0,3.516,,
DAKAR,2891044,14.5666666666666,-17.45,,30000.0,3.794,,
